GENUS	SPECIES	SUBSPECIES	REFERENCE	STATUS	AUTHORS	REMARKS	RISK_GRP	TYPE_STRAINS	RECORD_NO	RECORD_LNK
Tsukamurella	spongiae		57:1478*	"sp. nov. (VP), heterotypic syn."	Olson et al. 2007 emend. Nouioui et al. 2018	[DSMZ] synonymy: IJSEM 67:8 (List of Changes in Taxonomic Opinion)	2	"K362, DSM 44990, NRRL B-24467, JCM 14882"	786000	782892
Tsukamurella	spumae		53:1701	sp. nov. (VL)	Nam et al. 2003		1	"DSM 44113, N1171, NCIMB 13947, CCUG 48751, JCM 12608, M. Goodfellow N1171"	782894	
Tsukamurella	strandjordae		52:1075	orthographically incorrect name	Kattar et al. 2002		"1, +"	"32-92, ATCC BAA-173, DSM 44573, JCM 11487"	785130	782895
Tsukamurella	strandjordii		52:1075	sp. nov. (VL)	Kattar et al. 2002	[DSMZ] nom. corrig.: <I>Tsukamurella strandjordae</I> (sic)	"1, +"	"32-92, ATCC BAA-173, DSM 44573, JCM 11487"	782895	
Tsukamurella	sunchonensis		58:1993	"sp. nov. (VL), heterotypic syn."	Seong et al. 2008 emend. Nouioui et al. 2018	"[IJSEM] The type strain NRRL B-24668 has been provided on validation. Downloaded from www.microbiologyresearch.org by 2008/007492 G 2008 IUMS Printed in Great Britain 1993 IP: 195.37.184.2 On: Thu, 19 Jan 2017 10:04:24 Validation List"	1	"SCNU5, KCTC 9827, NRRL B-24668, DSM 45335, JCM 15929"	787552	782891
Tsukamurella	tyrosinosolvens		47:607*	sp. nov. (VP)	Yassin et al. 1997 emend. Teng et al. 2016	[DSMZ] emended description: IJSEM 67:8 (List of Changes in Taxonomic Opinion) // [IJSEM] The online open-access journal in which the name was effectively published does not have continuous page numbers for each volume.	2	"DSM 44234, IMMIB D-1397, CCUG 38499, JCM 10112"	782896	
Tsukamurella	wratislaviensis		45:418	sp. nov. (VL)	Goodfellow et al. 1995		1	"DSM 44107, NCIMB 13082, ATCC 51786, CCUG 38518, CIP 105033, JCM 9689, N805, NBRC 100605, VKM Ac-1986"	782897	780479
Tsukamurella			38:385*	gen. nov. (VP)	Collins et al. 1988				516872	
Tuberibacillus	calidus		56:2545*	sp. nov. (VP)	Hatayama et al. 2006		1	"607, JCM 13397, DSM 17572"	785646	
Tuberibacillus			56:2545*	gen. nov. (VP)	Hatayama et al. 2006				516875	
Tumebacillus	algifaecis		65:2194*	sp. nov. (VP)	Wu et al. 2015			"THMBR28, CGMCC 1.10949, NBRC 108765"	792923	
Tumebacillus	avium		68:1659*	sp. nov. (VP)	Sung et al. 2018			"AR23208, JCM 32188, KCTC 33929"	797692	
Tumebacillus	flagellatus		63:3138*	sp. nov. (VP)	Wang et al. 2013		1	"GST4, CGMCC 1.12170, DSM 25748"	791110	
Tumebacillus	ginsengisoli		61:1715*	sp. nov. (VP)	Baek et al. 2011		1	"Gsoil 1105, DSM 18389, KCTC 13942"	789309	
Tumebacillus	lipolyticus		65:4363*	sp. nov. (VP)	Prasad et al. 2015			"NIO-S10, KCTC 32289, MTCC 12483"	793576	
Tumebacillus	luteolus		65:4107*	sp. nov. (VP)	Her et al. 2015			"U13, KEMB 7305-100, JCM 19866, UC13"	793495	
Tumebacillus	permanentifrigoris		58:1497*	sp. nov. (VP)	Steven et al. 2008		1	"Eur1 9.5, DSM 18773, JCM 14557"	785726	
Tumebacillus	soli		66:2192*	sp. nov. (VP)	Kim and Kim 2016			"CAU 11108, KCTC 33141, CECT 8918"	794179	
Tumebacillus			58:1497*	gen. nov. (VP)	Steven et al. 2008				517796	
Tundrisphaera	lichenicola		67:3583*	sp. nov. (VP)	Kulichevskaya et al. 2017			"P12, LMG 29571, VKM B-3044"	795869	
Tundrisphaera			67:3583*	gen. nov. (VP)	Kulichevskaya et al. 2017				519253	
Tunicatimonas	pelagia		65:3763	sp. nov. (VL)	Yoon et al. 2016			"N5DB8-4, KCTC 23473, NBRC 107804, N5DB8-4; KCTC 23473; NBRC 107804"	793386	
Tunicatimonas			65:3763	gen. nov. (VL)	Yoon et al. 2016				518815	
Turicella	otitidis		44:270*	sp. nov. (VP)	Funke et al. 1994		2	"234/92, DSM 8821, 234, ATCC 51513, CCUG 32254, CIP 104075, JCM 12146, LMG 19071"	782901	798143
Turicella			44:270*	"gen. nov. (VP), heterotypic syn."	Funke et al. 1994				516876	515427
Turicibacter	sanguinis		52:1263*	sp. nov. (VP)	Bosshard et al. 2002		"1, +"	"DSM 14220, MOL361, NCCB 100008"	782902	
Turicibacter			52:1263*	gen. nov. (VP)	Bosshard et al. 2002				516877	
Turicimonas	muris		67:1	sp. nov. (VL)	Lagkouvardos et al. 2017	[IJSEM] The online open-access journal in which the name was effectively published does not have continuous page numbers for each volume.		"YL45, DSM 26109, KCTC 15542"	793529	
Turicimonas			67:1	gen. nov. (VL)	Lagkouvardos et al. 2017	[IJSEM] The online open-access journal in which the name was effectively published does not have continuous page numbers for each volume.			518835	
Turneria			139:2585	"gen. nov. (NVP), homotypic syn."	Hookey et al. 1993				521855	517382
Turneriella	parva		55:1497*	comb. nov. (VP)	(Hovind-Hougen et al. 1982) Levett et al. 2005		1	"ATCC BAA-1111, H, NCTC 11395, DSM 21527"	785131	
Turneriella			55:1497*	gen. nov. (VP)	Levett et al. 2005				517382	
Tuwongella	immobilis		67:4923*	sp. nov. (VP)	Seeger et al. 2017			"MBLW1, CCUG 69661, DSM 105045"	796284	
Tuwongella			67:4923*	gen. nov. (VP)	Seeger et al. 2017				519312	
Tychonema	bourrellyi		52:1577*	 (VP)	(Lund 1955) Anagnostidis and Komárek 1988 emend. Suda et al. 2002			"CCAP 1459/11B, NIES 846"	800673	
Uliginosibacterium	gangwonense		58:131*	sp. nov. (VP)	Weon et al. 2008		1	"5YN10-9, DSM 18521, KACC 11603"	787175	
Uliginosibacterium	paludis		66:5118*	sp. nov. (VP)	Chen et al. 2016			"KBP-13, BCRC 80903, LMG 28837, KCTC 42655"	794945	
Uliginosibacterium	sediminicola		68:924*	sp. nov. (VP)	Hwang et al. 2018			"JCM 32000, KACC 19271, M1-21"	797573	
Uliginosibacterium			58:131*	gen. nov. (VP)	Weon et al. 2008 emend. Kang et al. 2017				517754	
Ulvibacter	antarcticus		57:2922*	sp. nov. (VP)	Choi et al. 2007		1	"IMCC3101, KCCM 42686, NBRC 102682, DSM 23424, IMCC 3101"	787056	
Ulvibacter	litoralis		54:119*	sp. nov. (VP)	Nedashkovskaya et al. 2004		1	"CCUG 47093, KCTC 12104, KMM 3912, DSM 16195, DSM 19843, DSM 16195; DSM 19843"	782918	
Ulvibacter	marinus		64:2041*	sp. nov. (VP)	Baek et al. 2014		1	"IMCC12008, NBRC 109484, KCTC 32322"	791876	
Ulvibacter			54:119*	gen. nov. (VP)	Nedashkovskaya et al. 2004				516882	
Umboniibacter	caenipelagi		67:2959*	sp. nov. (VP)	Park et al. 2017			"SCTF-16, KCTC 52628, NBRC 112760"	795743	
Umboniibacter	marinipuniceus		60:603*	sp. nov. (VP)	Romanenko et al. 2010		1	"JCM 15738, KMM 3891, NRIC 0753, DSM 25080"	788425	
Umboniibacter	roseus		65:4221*	sp. nov. (VP)	Sung et al. 2015			"14-121-B13, DSM 29882, KCTC 42467"	793478	
Umboniibacter			60:603*	gen. nov. (VP)	Romanenko et al. 2010				517955	
Umezawaea	endophytica		66:1	sp. nov. (VL)	Chu et al. 2016			"YIM 2047X, CPCC 204132, KCTC 39538, DSM 103496"	793691	
Umezawaea	tangerina		9:2007	comb. nov. (VP)	(Kinoshita et al. 2000) Labeda and Kroppenstedt 2007 emend. Nouioui et al. 2018		1	"FERM P-16053, NBRC 16184, JCM 10302, MK27-91F2, DSM 44720, NRRL B-24463"	786968	
Umezawaea			57:2758*	gen. nov. (VP)	Labeda and Kroppenstedt 2007				516478	
Undibacterium	amnicola		67:5094*	sp. nov. (VP)	Chen et al. 2017			"KYPY9, BCRC 81009, LMG 29730, KCTC 52442"	796283	
Undibacterium	aquatile		65:4128*	sp. nov. (VP)	Du et al. 2015			"THG-DN7.3, KCTC 42243, CCTCC AB 2015119, DSM 103791"	793509	
Undibacterium	arcticum		66:2797*	sp. nov. (VP)	Li et al. 2016			"6-67, CCTCC AB 2015162, KCTC 42986"	794363	
Undibacterium	danionis		66:3625*	sp. nov. (VP)	Kämpfer et al. 2016			"E3/4, DSM 102221, CCM 8677, CIP 111017"	794601	
Undibacterium	jejuense		64:236*	sp. nov. (VP)	Kim et al. 2014		1	"JS4-4, KACC 12607, NBRC 108922, DSM 19386"	791464	
Undibacterium	macrobrachii		64:1036*	sp. nov. (VP)	Sheu et al. 2014		1	"CMJ-9, BCRC 80406, LMG 26891, KCTC 23916, DSM 29770"	791643	
Undibacterium	oligocarboniphilum		61:384*	sp. nov. (VP)	Eder et al. 2011		1	"EM 1, CCUG 57265, DSM 21777"	789061	
Undibacterium	parvum		61:384*	sp. nov. (VP)	Eder et al. 2011		1	"CCUG 49012, CIP 109317, DSM 23061"	786509	
Undibacterium	pigrum		57:1510*	sp. nov. (VP)	Kämpfer et al. 2007 emend. Eder et al. 2011	[DSMZ] emended description: IJSEM 61:391*	1	"CCUG 49009, CIP 109318, DSM 19792, strain CCUG 49009"	786508	
Undibacterium	seohonense		64:236*	sp. nov. (VP)	Kim et al. 2014		1	"SHS5-24, KACC 16656, NBRC 108929, DSM 29980"	791465	
Undibacterium	squillarum		64:3459*	sp. nov. (VP)	Sheu et al. 2014			"CMJ-15, BCRC 80404, LMG 26892, KCTC 23917, DSM 103672"	792225	
Undibacterium	terreum		63:2296*	sp. nov. (VP)	Liu et al. 2013		1	"C3, CGMCC 1.10998, NBRC 108789, DSM 102222"	790841	
Undibacterium			57:1510*	gen. nov. (VP)	Kämpfer et al. 2007 emend. Eder et al. 2011	[DSMZ] emended description: IJSEM 61:390*			517614	
Ureaplasma	canigenitalium		43:640*	sp. nov. (VP)	Harasawa et al. 1993			"ATCC 51252, D6P-C, CIP 106087"	785132	
Ureaplasma	cati		40:45*	sp. nov. (VP)	Harasawa et al. 1990		1	"ATCC 49228, F2, NCTC 11710, CIP 106088"	785133	
Ureaplasma	diversum		32:446*	sp. nov. (VP)	Howard and Gourlay 1982		"2, t"	"A417, NCTC 10182, ATCC 43321, CIP 106089, DSM 21276"	785134	
Ureaplasma	felinum		40:45*	sp. nov. (VP)	Harasawa et al. 1990		1	"ATCC 49229, FT2-B, NCTC 11709, DSM 24216, CIP 106090"	785135	
Ureaplasma	gallorale		37:333*	sp. nov. (VP)	Koshimizu et al. 1987		"2, t"	"ATCC 43346, D6-1, NCTC 11707, CIP 105946, DSM 24215"	785136	
Ureaplasma	parvum		49:1879*	sp. nov. (VP)	Robertson et al. 2002	[DSMZ] not a formally correct description of a new species	2	"ATCC 27815, 27, NCTC 11736, strain 27"	785137	
Ureaplasma	urealyticum		30:225	species (AL)	Shepard et al. 1974 emend. Robertson et al. 2002		"2, ht"	"ATCC 27618, CIP 103755, DSM 21275, NCTC 10177, strain T960"	785138	
Ureaplasma			30:225	genus (AL)	Shepard et al. 1974				517383	
Ureibacillus	composti		57:2908*	sp. nov. (VP)	Weon et al. 2007		1	"HC145, KACC 11361, DSM 17951"	786996	
Ureibacillus	defluvii		64:1617*	sp. nov. (VP)	Zhou et al. 2014		1	"DX-1, CGMCC 1.12358, KCTC 33127"	791749	
Ureibacillus	suwonensis		56:663*	sp. nov. (VP)	Kim et al. 2006		1	"6T19, DSM 16752, KACC 11287"	782924	
Ureibacillus	terrenus		51:447*	sp. nov. (VP)	Fortina et al. 2001		1	"DSM 12654, LMG 19470, TH9A, CIP 107065"	782925	
Ureibacillus	thermophilus		57:2908*	sp. nov. (VP)	Weon et al. 2007		1	"HC148, KACC 11362, DSM 17952"	786997	
Ureibacillus	thermosphaericus		51:447*	comb. nov. (VP)	(Andersson et al. 1996) Fortina et al. 2001		1	"DSM 10633, HAMBI 1900, P-11, CIP 104857, LMG 17959"	782926	
Ureibacillus			51:447*	gen. nov. (VP)	Fortina et al. 2001				516885	
Ursidibacter	arcticus		65:3683*	sp. nov. (VP)	Hansen et al. 2015			"Bamse61, CCUG 65145, DSM 28138"	793293	
Ursidibacter	maritimus		65:3683*	sp. nov. (VP)	Hansen et al. 2015			"Pb43106, CCUG 65144, DSM 28137"	793292	
Ursidibacter			65:3683*	gen. nov. (VP)	Hansen et al. 2015				518797	
Uruburuella	suis		55:643*	sp. nov. (VP)	Vela et al. 2005		"2, t"	"1258/02, CCUG 47806, CECT 5685, DSM 17474, strain 1258/02"	782928	
Uruburuella	testudinis		65:1251*	sp. nov. (VP)	Kuhnert et al. 2015			"07_OD624, DSM 26510, CCUG 63373"	792701	
Uruburuella			55:643*	gen. nov. (VP)	Vela et al. 2005				516887	
Vadicella	arenosi		61:1499	sp. nov. (VL)	Romanenko et al. 2011		1	"KMM 9024, NRIC 0787, JCM 17190"	789249	
Vadicella			61:1499	gen. nov. (VL)	Romanenko et al. 2011				518092	
Vagococcus	acidifermentans		61:1123*	sp. nov. (VP)	Wang et al. 2011		1	"AC-1, KCTC 13418, LMG 24798"	789222	
Vagococcus	carniphilus		54:1505*	sp. nov. (VP)	Shewmaker et al. 2004			"1843-02, ATCC BAA-640, CCUG 46823, DSM 17031, SS-1714"	782938	
Vagococcus	elongatus		57:751*	sp. nov. (VP)	Lawson et al. 2007			"PPC9, CCUG 51432, NRRL B-41357, DSM 21480"	786119	
Vagococcus	entomophilus		64:731*	sp. nov. (VP)	Killer et al. 2014		1	"VOSTP2, DSM 24756, CCM 7946"	791644	
Vagococcus	fessus		50:1151*	sp. nov. (VP)	Hoyles et al. 2000		1	"CCUG 41755, M2661/98/1, DSM 15697, ATCC BAA-289, CIP 106499, m2661/98/1"	782939	
Vagococcus	fluvialis		40:212	sp. nov. (VL)	Collins et al. 1990		"2, ht"	"DSM 5731, M-29C, NCDO 2497, ATCC 49515, CCUG 32704, CIP 102976, LMG 9464, M-29c, NCIMB 13038"	782940	
Vagococcus	humatus		67:330*	sp. nov. (VP)	Sundararaman et al. 2017			"C25, KEMB 562-002, JCM 31581"	795090	
Vagococcus	lutrae		49:1251*	sp. nov. (VP)	Lawson et al. 1999		1	"CCUG 39187, M1134/97/1, DSM 15741, ATCC 700839, CIP 106118, m1134/97/1"	782941	
Vagococcus	martis		67:3398*	sp. nov. (VP)	Tak et al. 2017			"D7T301, KCTC 21069, JCM 31178"	795854	
Vagococcus	penaei		60:2159*	sp. nov. (VP)	Jaffrès et al. 2010		1	"CD276, LMG 24833, CIP 109914, CD 276"	788736	
Vagococcus	salmoninarum		40:224*	sp. nov. (VP)	Wallbanks et al. 1990		"1, t2"	"DSM 6633, NCFB 2777, OS1-68, ATCC 51200, CCUG 33394, CIP 104684, LMG 11491, NCIMB 13133"	782942	
Vagococcus	teuberi		68:2130	sp. nov. (VL)	Wullschleger et al. 2018	[IJSEM] Syllabification must be corrected as follows: teu’be.ri.		"CG-21, DSM 21459, LMG 21695"	797608	
Vagococcus			40:212	gen. nov. (VL)	Collins et al. 1990				516889	
Vallitalea	guaymasensis		63:3019*	sp. nov. (VP)	Lakhal et al. 2013		1	"Ra1766G1, DSM 24848, JCM 17997"	790983	
Vallitalea	okinawensis		69:404*	sp. nov. (VP)	Sun et al. 2019			"CGMCC 1.5231, KCTC 15675, S15"	799891	
Vallitalea	pronyensis		64:1160*	sp. nov. (VP)	Ben Aissa et al. 2014		1	"FatNI3, DSM 25904, JCM 18391"	791667	
Vallitalea			63:3019*	gen. nov. (VP)	Lakhal et al. 2013 emend. Sun et al. 2019				518401	
Vampirovibrio	chlorellavorus		30:676	sp. nov. (VL)	(ex Gromov and Mamkayeva 1972) Gromov and Mamkayeva 1980		1	ATCC 29753	785139	
Vampirovibrio			30:676	gen. nov. (VL)	Gromov and Mamkayeva 1980				517384	
Varibaculum	anthropi		67:1	sp. nov. (VL)	Glaeser et al. 2017			"CCUG 31793, JCM 19104, DSM 27023"	795016	
Varibaculum	cambriense		53:627	sp. nov. (VL)	Hall et al. 2003 emend. Nouioui et al. 2018	[DSMZ] nom. corrig.: <I>Varibaculum cambriensis</I> (sic)<I></I> // [IJSEM] Name has been corrected on validation.	2	"CCUG 44998, CIP 107344, R12359, DSM 15806, R-12359"	782946	
Varibaculum	cambriensis		53:627	orthographically incorrect name	Hall et al. 2003		2	"CCUG 44998, CIP 107344, DSM 15806, R-12359"	798130	782946
Varibaculum			53:627	gen. nov. (VL)	Hall et al. 2003 emend. Glaeser et al. 2016	[DSMZ] emended description: IJSEM 67:8 (List of Changes in Taxonomic Opinion)			516891	
Variibacter	gotjawalensis		64:2184	sp. nov. (VL)	Kim et al. 2014			"GJW-30, CECT 8514, KCTC 32391, LMG 28093, DSM 29671"	791947	
Variibacter			64:2184	gen. nov. (VL)	Kim et al. 2014				518581	
Variovorax	boronicumulans		58:286*	sp. nov. (VP)	Miwa et al. 2008		1	"BAM-48, KCTC 22010, NBRC 103145, DSM 21722"	787176	
Variovorax	defluvii		62:1779*	sp. nov. (VP)	Jin et al. 2012		1	"2C1-b, JCM 17804, KCTC 12768, DSM 27259"	790101	
Variovorax	dokdonensis		56:811*	sp. nov. (VP)	Yoon et al. 2006		1	"CIP 108838, DS-43, KCTC 12544, DSM 18312"	782948	
Variovorax	ginsengisoli		60:1565*	sp. nov. (VP)	Im et al. 2010		1	"Gsoil 3165, KCTC 12583, LMG 23392, DSM 25185"	788638	
Variovorax	gossypii		65:4335*	sp. nov. (VP)	Kämpfer et al. 2015			"JM-310, LMG 28869, CIP 110912, CCM 8614, DSM 100435"	793608	
Variovorax	guangxiensis		65:1105	sp. nov. (VL)	Gao et al. 2015	"[IJSEM] In the etymology, N.L. fem. adj. guangxiensis must be corrected to N.L. masc. adj. guangxiensis."		"GXGD002, ACCC 05911, DSM 27352"	792775	
Variovorax	humicola		66:2520*	sp. nov. (VP)	Nguyen and Kim 2016			"UC38, KACC 18501, NBRC 111520"	794306	
Variovorax	paradoxus		41:445*	comb. nov. (VP)	(Davis 1969) Willems et al. 1991		1	"ATCC 17713, DSM 30034, LGM 11797t2, LGM 1797t1, CCUG 1777, CIP 103459, IFO 15149, JCM 20526, JCM 20895, LMG 1797, NBRC 15149, VKM B-1329"	782951	
Variovorax	rhizosphaerae		68:3379	sp. nov. (VL)	Nguyen et al. 2018			"KACC 18900, NBRC112307, UCM-G28"	797985	
Variovorax	robiniae		68:3379	sp. nov. (VL)	Nguyen et al. 2018			"KACC 18901, NBRC112308, UCM-G35"	797986	
Variovorax	soli		56:2899*	sp. nov. (VP)	Kim et al. 2006		1	"GH9-3, KACC 11579, DSM 18216"	785792	
Variovorax	ureilyticus		68:3379	sp. nov. (VL)	Nguyen et al. 2018			"KACC 18899, NBRC112306, UCM-2"	797987	
Variovorax			41:445*	gen. nov. (VP)	Willems et al. 1991				516892	
Varunaivibrio	sulfuroxidans		66:3579*	sp. nov. (VP)	Patwardhan and Vetriani 2016			"TC8, DSM 101688, JCM 31027"	794599	
Varunaivibrio			66:3579*	gen. nov. (VP)	Patwardhan and Vetriani 2016				519051	
Vasilyevaea	enhydra		60:2960*	"comb. nov. (VP), homotypic syn."	(Staley 1968) Yee et al. 2010		1	"9b, ATCC 23634, VKM B-1376, DSM 8908, JCM 21106, NBRC 102409"	788923	794676
Vasilyevaea	mishustinii		60:2960*	"comb. nov. (VP), homotypic syn."	(Vasil'eva et al. 2009) Yee et al. 2010		1	"17, VKM B-2499, CCM 7569"	788924	794677
Vasilyevaea			60:2960*	"gen. nov. (VP), heterotypic syn."	Yee et al. 2010	[DSMZ] type species has been transferred to the genus <I>Devosia</I>; IJSEM 66:3940*			518035	515521
Veillonella	alcalescens	alcalescens	30:225	"comb. nov. (AL), heterotypic syn."	(Prévot 1933) Rogosa 1965	[DSMZ] synonymy: IJSB 32:34*	2	"ATCC 17745, CCUG 5122, NCTC 11809"	782953	782962
Veillonella	alcalescens	criceti	30:225	subspecies (AL)	Rogosa 1965		1	"ATCC 17747, DSM 20734, NCTC 12020"	782954	782959
Veillonella	alcalescens	dispar	30:225	subspecies (AL)	Rogosa 1965		"1, +"	"ATCC 17748, DSM 20735, NCTC 11831"	782955	782960
Veillonella	alcalescens	ratti	30:225	subspecies (AL)	Rogosa 1965		1	"ATCC 17746, DSM 20736, NCTC 12019, strain ATCC 17746"	782956	782965
Veillonella	alcalescens		30:225	"species (AL), heterotypic syn."	Prévot 1933		2	"ATCC 17745, CCUG 5122, NCTC 11809"	785140	782962
Veillonella	atypica		32:28*	comb. nov. (VP)	(Rogosa 1965) Mays et al. 1982		"1, +"	"ATCC 17744, DSM 20739, NCTC 11830"	782957	
Veillonella	caviae		32:28*	sp. nov. (VP)	Mays et al. 1982		1	"ATCC 33540, DSM 20738, Rogosa PV1, VPI 12140, NCTC 12021, VPI 12140 from Rogosa PV1, guinea pig mouth"	782958	
Veillonella	criceti		32:28*	comb. nov. (VP)	(Rogosa 1965) Mays et al. 1982		1	"ATCC 17747, DSM 20734, NCTC 12020"	782959	
Veillonella	denticariosi		57:2844*	sp. nov. (VP)	Byun et al. 2007		"1, +"	"RBV106, CIP 109448, CCUG 54362, DSM 19009, JCM 15641, RBV 106"	786992	
Veillonella	dispar		32:28*	comb. nov. (VP)	(Rogosa 1965) Mays et al. 1982		"1, +"	"ATCC 17748, DSM 20735, NCTC 11831"	782960	
Veillonella	infantium		68:1101*	sp. nov. (VP)	Mashima et al. 2018			"JCM 31738, T11011-4, TSD-88"	797624	
Veillonella	magna		58:2755*	sp. nov. (VP)	Kraatz and Taras 2008		1	"lac18, CCUG 55454, CIP 109767, DSM 19857, JCM 15053"	787654	
Veillonella	montpellierensis		54:1311*	sp. nov. (VP)	Jumas-Bilak et al. 2004		"1, +"	"ADV 281.99, CCUG 48299, CIP 107992, DSM 17217"	782961	
Veillonella	parvula	atypica	30:225	subspecies (AL)	Rogosa 1965		"1, +"	"ATCC 17744, DSM 20739, NCTC 11830"	782963	782957
Veillonella	parvula	parvula	30:225	"comb. nov. (AL), homotypic syn."	(Veillon and Zuber 1898) Rogosa 1965		2	"CCUG 5123, DSM 2008, JCM 12972, NCTC 11810, strain ATCC 10790"	785141	782962
Veillonella	parvula	rodentium	30:225	subspecies (AL)	Rogosa 1965		1	"ATCC 17743, DSM 20737, NCTC 12018"	782964	782966
Veillonella	parvula		32:28*	comb. nov. (VP)	(Veillon and Zuber 1898) Prévot 1933 emend. Mays et al. 1982		2	"ATCC 10790, DSM 2008, CCUG 5123, JCM 12972, NCTC 11810, strain ATCC 10790"	782962	
Veillonella	ratti		58:2755*	comb. nov. (VP)	(Rogosa 1965) Mays et al. 1982 emend. Kraatz and Taras 2008	[DSMZ] emended description: IJSEM 58:2759*	1	"ATCC 17746, DSM 20736, NCTC 12019, strain ATCC 17746"	782965	
Veillonella	rodentium		32:28*	comb. nov. (VP)	(Rogosa 1965) Mays et al. 1982		1	"ATCC 17743, DSM 20737, NCTC 12018"	782966	
Veillonella	rogosae		58:581*	sp. nov. (VP)	Arif et al. 2008		1	"CF100, CCUG 54233, DSM 18960, JCM 15642"	785903	
Veillonella	seminalis		64:3526*	sp. nov. (VP)	Aujoulat et al. 2014			"ADV 4313.2, CIP 107810, LMG 28162, strain ADV 4313.2"	792209	
Veillonella	tobetsuensis		63:1443*	sp. nov. (VP)	Mashima et al. 2013		1	"B16, ATCC BAA-2400, JCM 17976, DSM 104750"	790631	
Veillonella			30:225	genus (AL)	Prévot 1933 emend. Mays et al. 1982 emend. Aujoulat et al. 2014	[DSMZ] emended description: IJSEM 64:3530*			516893	
Venenivibrio	stagnispumantis		58:398*	sp. nov. (VP)	Hetzer et al. 2008		1	"CP.B2, DSM 18763, JCM 14244"	785719	
Venenivibrio			58:398*	gen. nov. (VP)	Hetzer et al. 2008				517479	
Ventosimonas	gracilis		66:2869*	sp. nov. (VP)	Lin et al. 2016			"CV58, NCIMB 15011, DSM 100910"	794403	
Ventosimonas			66:2869*	gen. nov. (VP)	Lin et al. 2016				518993	
Verminephrobacter	aporrectodeae		62:2549	sp. nov. (VL)	Lund et al. 2012		1	"At4, LMG 25313, DSM 21361"	790177	801386
Verminephrobacter	eiseniae		62:2549*	sp. nov. (VL)	Pinel et al. 2012		1	"EF01-2, ATCC BAA-1489, DSM 19249"	786177	
Verminephrobacter			62:2549*	gen. nov. (VL)	Pinel et al. 2012	[DSMZ] Effective publication: IJSEM 58:2155*			517599	
Verrucomicrobium	spinosum		38:220	sp. nov. (VL)	Schlesner 1988		1	"DSM 4136, IFAM 1439, ATCC 43997"	782972	
Verrucomicrobium			38:220	gen. nov. (VL)	Schlesner 1988				516897	
Verrucosispora	andamanensis		63:3970*	sp. nov. (VP)	Supong et al. 2013		1	"SP03-05, BCC 45620, NBRC 109075, DSM 46721"	791293	798712
Verrucosispora	endophytica		67:5114*	sp. nov. (VP)	Ngaemthao et al. 2017			"A-T 7972, BCC 50981, TBRC 6031, NBRC 112512"	796282	
Verrucosispora	fiedleri		63:2365	sp. nov. (VL)	Goodfellow et al. 2013		1	"MG-37, NCIMB 14794, NRRL B-24892, DSM 46741, KACC 18210"	790794	798694
Verrucosispora	gifhornensis		48:1119*	sp. nov. (VP)	Rheims et al. 1998		1	"DSM 44337, HR1-2, IFO 16317, JCM 10457, KACC 20946, NBRC 16317"	782973	798268
Verrucosispora	lutea		59:2269*	sp. nov. (VP)	Liao et al. 2009		1	"YIM 013, CCTCC AA 207012, KCTC 19195, DSM 45424, CCTCC AA207012, JCM 16959"	788095	798269
Verrucosispora	maris		62:473	sp. nov. (VL)	Goodfellow et al. 2012		1	"AB-18-032, DSM 45365, NRRL B-24793"	789672	798650
Verrucosispora	qiuiae		62:1564*	sp. nov. (VP)	Xi et al. 2012		1	"RtIII47, CGMCC 4.5826, NBRC 106684, DSM 45781, JCM 19682"	790016	798666
Verrucosispora	sediminis		60:1807*	sp. nov. (VP)	Dai et al. 2010		1	"MS426, CGMCC 4.3550, JCM 15670, DSM 45558"	788662	798270
Verrucosispora	sonchi		66:5430*	sp. nov. (VP)	Ma et al. 2016			"NEAU-QY3, CGMCC 4.7312, DSM 101530"	794886	
